,ind,timestamp,latitude,longitude,country
2688,2688,2018-03-03 16:18:03,-66.7253,-122.489,American Samoa
2689,2689,2021-10-05 21:48:55,-35.389,-87.9862,Kiribati
2690,2690,2019-01-03 19:42:56,39.0536,-36.7319,Kiribati
2691,2691,2019-02-19 03:54:39,-89.3675,-157.004,Albania
2692,2692,2018-04-02 04:00:46,-42.578,-156.509,Haiti
2693,2693,2019-04-28 09:07:03,-74.225,-178.59,Armenia
2694,2694,2020-09-15 18:06:26,-84.5322,-179.647,Afghanistan
2695,2695,2019-09-21 08:29:25,-84.5322,-179.647,Afghanistan
2696,2696,2022-03-15 13:46:50,-67.6207,-18.5117,Aruba
2697,2697,2018-09-16 03:07:17,-79.7942,-129.165,Comoros
2698,2698,2021-11-24 08:33:51,-72.7174,24.169,Egypt
2699,2699,2021-04-20 12:58:06,-66.7253,-122.489,American Samoa
2700,2700,2019-12-14 16:21:33,-73.588,-146.537,Djibouti
2701,2701,2019-02-20 09:30:54,-82.7838,-151.179,Albania
2702,2702,2022-10-19 17:54:26,-83.7036,-166.555,Algeria
2703,2703,2021-01-21 19:23:12,-56.696,-139.211,Cayman Islands
2704,2704,2020-05-21 09:02:52,-11.3325,-84.3895,Tunisia
2705,2705,2021-10-14 07:51:40,-24.2386,-165.309,Angola
2706,2706,2019-09-13 06:37:11,-79.7942,-129.165,Comoros
2707,2707,2018-07-10 17:25:23,-84.738,-160.795,Armenia
2708,2708,2021-08-25 00:44:38,-78.9729,-43.2563,Cook Islands
2709,2709,2019-05-03 15:34:21,-73.8287,12.1884,Belgium
2710,2710,2020-03-20 09:58:01,-20.9047,-136.491,Hungary
2711,2711,2020-12-09 04:45:11,-55.4968,-165.517,Cambodia
2712,2712,2017-11-18 08:56:34,46.582,7.39272,Oman
2713,2713,2019-12-11 12:00:08,44.7546,-108.776,Marshall Islands
2714,2714,2020-08-27 00:39:04,-79.7942,-129.165,Comoros
2715,2715,2021-12-29 12:18:25,-58.4025,-168.097,Albania
2716,2716,2022-01-21 03:27:34,-84.738,-160.795,Armenia
2717,2717,2021-03-27 09:53:55,-73.6491,-136.57,Belgium
2718,2718,2020-09-27 20:23:12,-83.7036,-166.555,Algeria
2719,2719,2019-04-04 01:17:10,75.8975,138.606,Qatar
2720,2720,2022-01-11 00:50:56,-73.6491,-136.57,Belgium
2721,2721,2022-01-19 14:16:09,30.5301,87.5725,Ethiopia
2722,2722,2022-01-31 16:14:20,-17.1623,-25.7905,Ethiopia
2723,2723,2022-09-07 10:44:38,-78.0893,-57.1052,Afghanistan
2724,2724,2022-02-17 23:57:22,-79.2535,-170.409,Chad
2725,2725,2018-07-05 13:21:43,-3.22653,-75.0366,Costa Rica
2726,2726,2018-08-17 04:26:44,-84.5322,-179.647,Afghanistan
2727,2727,2022-09-12 15:15:58,-79.7942,-129.165,Comoros
2728,2728,2021-06-29 17:05:52,46.9331,-84.3072,Austria
2729,2729,2021-05-13 11:33:54,-65.1565,-166.807,Argentina
2730,2730,2020-08-18 15:23:34,-73.588,-146.537,Djibouti
2731,2731,2021-09-02 22:46:23,-85.7359,-161.599,Albania
2732,2732,2021-11-12 06:01:41,-89.6778,-169.798,Belize
2733,2733,2018-03-12 12:35:00,4.23889,-5.2003,Malaysia
2734,2734,2018-11-27 00:21:10,-87.0574,-164.826,Bahamas
2735,2735,2021-04-18 04:09:41,-55.8615,151.296,United Arab Emirates
2736,2736,2020-08-17 18:41:51,-74.225,-178.59,Armenia
2737,2737,2019-04-03 23:58:27,-65.8974,41.3253,Austria
2738,2738,2021-12-12 01:33:20,-61.1536,-107.945,Cameroon
2739,2739,2017-12-20 08:59:11,-85.4298,-49.5099,India
2740,2740,2021-04-28 16:14:37,67.4198,-175.252,Gibraltar
2741,2741,2018-09-10 10:48:11,-25.5587,54.0143,Jersey
2742,2742,2022-04-26 17:08:45,-78.9729,-43.2563,Cook Islands
2743,2743,2021-05-17 21:46:14,-82.5869,-55.7987,Costa Rica
2744,2744,2020-07-10 01:17:40,-89.0609,-170.904,Anguilla
2745,2745,2020-01-24 20:18:09,-85.7359,-161.599,Albania
2746,2746,2019-03-04 09:09:03,-71.543,-10.9831,Belgium
2747,2747,2019-07-25 07:39:08,80.7615,-112.74,Antarctica (the territory South of 60 deg S)
2748,2748,2018-07-20 17:52:10,-77.4732,-161.087,Bolivia
2749,2749,2020-01-07 00:16:49,-81.6697,-149.084,Andorra
2750,2750,2018-10-15 18:48:24,32.6055,68.186,Isle of Man
2751,2751,2019-12-27 17:22:47,-84.5322,-179.647,Afghanistan
2752,2752,2021-02-10 01:53:06,-88.5252,-172.436,American Samoa
2753,2753,2018-08-25 00:53:19,-48.2325,-2.28799,Mongolia
2754,2754,2019-09-11 02:15:42,-86.4467,-74.949,Lithuania
2755,2755,2020-02-10 04:30:50,-44.7118,-74.3034,Armenia
2756,2756,2020-04-11 01:32:48,-51.5396,-105.634,Bahamas
2757,2757,2021-09-15 20:24:58,-32.5999,18.3353,Cocos (Keeling) Islands
2758,2758,2021-05-25 00:44:23,-87.7946,-159.647,British Virgin Islands
2759,2759,2022-02-20 11:53:20,-66.7253,-122.489,American Samoa
2760,2760,2019-07-05 18:40:17,48.0165,-109.173,Guinea
2761,2761,2019-12-22 03:48:32,-85.2356,-72.2293,Aruba
2762,2762,2021-02-19 08:43:15,14.8838,141.388,Bulgaria
2763,2763,2020-11-23 12:14:29,-77.4732,-161.087,Bolivia
2764,2764,2021-08-01 04:22:17,-50.4777,-76.5482,Bahrain
2765,2765,2019-05-01 18:42:03,-43.2859,-173.762,Argentina
2766,2766,2022-10-17 20:14:46,-30.9295,148.352,Belize
2767,2767,2021-11-20 07:45:36,-70.1494,-146.93,Djibouti
2768,2768,2018-12-03 07:38:25,-64.6711,-104.993,Haiti
2769,2769,2018-09-20 17:31:25,-70.7759,-170.923,Dominican Republic
2770,2770,2017-11-16 16:51:54,-84.738,-160.795,Armenia
2771,2771,2018-05-11 02:51:44,-49.7306,-138.429,Andorra
2772,2772,2020-11-17 19:44:19,-38.6499,-72.8142,France
2773,2773,2019-10-09 06:31:16,-89.1722,-173.678,Finland
2774,2774,2021-07-15 12:43:33,-84.5322,-179.647,Afghanistan
2775,2775,2018-08-17 12:34:24,-89.0609,-170.904,Anguilla
2776,2776,2020-11-06 00:20:41,-56.696,-139.211,Cayman Islands
2777,2777,2018-02-21 09:47:48,-84.8206,-102.326,Congo
2778,2778,2019-04-06 00:14:52,-73.0214,-70.0529,Bermuda
2779,2779,2018-03-25 22:19:53,-85.7359,-161.599,Albania
2780,2780,2021-03-27 04:26:37,20.7163,118.461,Guinea
2781,2781,2019-01-02 14:27:44,-18.5451,-91.2215,Andorra
2782,2782,2018-12-10 08:59:04,-74.225,-178.59,Armenia
2783,2783,2018-12-28 22:03:03,-89.421,-137.813,Burkina Faso
2784,2784,2021-04-03 18:09:29,-3.83777,-58.2646,Netherlands
2785,2785,2020-12-28 04:25:06,-87.666,-137.784,Brazil
2786,2786,2021-12-14 18:34:14,-35.6673,-173.786,Brunei Darussalam
2787,2787,2022-03-05 15:22:38,-51.5396,-105.634,Bahamas
2788,2788,2019-12-18 03:04:41,-36.076,-94.1779,Djibouti
2789,2789,2019-01-21 12:25:36,-89.9787,-173.293,Albania
2790,2790,2017-11-16 14:50:44,-84.5322,-179.647,Afghanistan
2791,2791,2018-05-30 20:09:17,-67.0064,-65.5553,Algeria
2792,2792,2021-09-17 12:46:34,-21.8943,-50.9641,Serbia
2793,2793,2021-03-22 17:39:38,-84.3867,-120.917,Botswana
2794,2794,2019-06-01 12:24:21,-87.2238,-152.885,Mayotte
2795,2795,2018-10-02 02:16:48,-40.1415,-34.2076,Bosnia and Herzegovina
2796,2796,2019-12-12 16:51:38,-85.7359,-161.599,Albania
2797,2797,2021-09-18 16:58:48,46.4811,168.552,Cuba
2798,2798,2022-07-29 06:53:31,-88.9184,-50.9383,Benin
2799,2799,2019-12-13 05:07:04,-82.3918,-167.325,Congo
2800,2800,2020-04-04 19:20:04,-85.7359,-161.599,Albania
2801,2801,2022-02-05 12:51:40,-46.0601,-145.987,Australia
2802,2802,2021-05-05 10:48:53,-56.0208,-68.8195,Nepal
2803,2803,2018-11-15 04:25:46,-84.3867,-120.917,Botswana
2804,2804,2019-08-01 06:09:18,-10.5683,17.3,Macao
2805,2805,2021-03-24 06:01:59,-42.3946,-149.855,Azerbaijan
2806,2806,2019-05-30 11:15:34,-79.2535,-170.409,Chad
2807,2807,2017-11-18 04:32:18,-85.7359,-161.599,Albania
2808,2808,2021-02-03 10:31:10,-16.9539,152.29,Gibraltar
2809,2809,2019-11-01 17:26:32,-73.6491,-136.57,Belgium
2810,2810,2019-12-29 14:34:40,-85.4298,-49.5099,India
2811,2811,2022-01-13 21:45:59,-56.1614,7.19803,Antigua and Barbuda
2812,2812,2019-12-11 00:08:53,-89.3675,-157.004,Albania
2813,2813,2018-04-11 16:00:58,-84.5322,-179.647,Afghanistan
2814,2814,2018-06-12 21:35:59,-73.0214,-70.0529,Bermuda
2815,2815,2018-10-12 03:47:02,-46.0601,-145.987,Australia
2816,2816,2021-04-26 03:32:20,-36.012,105.732,Isle of Man
2817,2817,2018-03-20 10:50:31,-79.7942,-129.165,Comoros
2818,2818,2021-05-07 23:20:32,-59.5115,-56.0564,Bulgaria
2819,2819,2018-07-04 18:48:23,-84.8365,-122.171,French Polynesia
2820,2820,2018-08-26 07:31:50,78.6232,-23.1186,Algeria
2821,2821,2022-03-21 02:44:29,-89.0609,-170.904,Anguilla
2822,2822,2017-10-27 19:14:26,-79.2535,-170.409,Chad
2823,2823,2022-04-06 19:37:28,-60.7326,-179.329,Haiti
2824,2824,2019-11-13 01:52:46,-75.7662,-171.892,Afghanistan
2825,2825,2022-09-19 14:09:03,-83.7036,-166.555,Algeria
2826,2826,2018-06-20 11:27:05,71.1018,28.2273,Wallis and Futuna
2827,2827,2018-04-08 16:36:35,77.6719,-91.5236,Seychelles
2828,2828,2018-05-01 11:46:29,-85.7359,-161.599,Albania
2829,2829,2019-11-12 00:22:24,-79.2535,-170.409,Chad
2830,2830,2018-12-22 09:51:25,87.5344,113.675,Iraq
2831,2831,2021-09-30 06:52:08,-89.3675,-157.004,Albania
2832,2832,2019-03-26 01:39:29,67.5807,79.8007,Montserrat
2833,2833,2020-05-09 12:08:51,-52.5274,-38.0997,El Salvador
2834,2834,2019-09-05 16:09:46,-89.6778,-169.798,Belize
2835,2835,2017-11-26 20:20:56,-68.0095,-157.227,Angola
2836,2836,2021-03-04 23:36:31,-40.7415,-114.746,Bulgaria
2837,2837,2017-11-14 19:46:38,-84.5322,-179.647,Afghanistan
2838,2838,2020-09-15 15:04:20,7.28776,121.68,Burundi
2839,2839,2020-03-24 14:33:29,-29.7926,-75.8613,Armenia
2840,2840,2018-09-27 15:53:10,-35.3982,47.9593,United States Minor Outlying Islands
2841,2841,2021-09-01 09:10:27,-35.389,-87.9862,Kiribati
2842,2842,2020-05-24 11:58:44,-85.7359,-161.599,Albania
2843,2843,2022-08-31 15:13:27,-88.6506,-120.682,Belize
2844,2844,2021-02-04 07:59:00,-67.6091,-117.558,Liberia
2845,2845,2019-09-04 02:53:44,-84.5322,-179.647,Afghanistan
2846,2846,2021-07-06 08:55:53,-84.3867,-120.917,Botswana
2847,2847,2018-01-11 15:13:27,-31.3945,-124.639,Saint Vincent and the Grenadines
2848,2848,2021-10-02 21:41:15,-84.8365,-122.171,French Polynesia
2849,2849,2020-05-14 17:18:16,80.2473,151.003,Korea
2850,2850,2021-11-06 04:21:00,-50.4247,-97.2293,Kenya
2851,2851,2019-03-27 06:12:59,-84.5322,-179.647,Afghanistan
2852,2852,2022-08-31 10:20:03,-84.5322,-179.647,Afghanistan
2853,2853,2019-07-26 07:36:03,39.3402,-176.569,Anguilla
2854,2854,2022-06-28 07:42:50,-60.333,-59.5642,Lithuania
2855,2855,2018-09-29 08:10:43,-41.6707,-7.14415,Mongolia
2856,2856,2020-12-04 08:02:16,77.3476,91.9945,Burkina Faso
2857,2857,2019-06-22 20:02:33,-49.9394,-109.211,Congo
2858,2858,2018-05-03 13:27:09,-65.1565,-166.807,Argentina
2859,2859,2018-03-17 20:54:33,-84.5322,-179.647,Afghanistan
2860,2860,2019-12-29 17:13:55,-85.7359,-161.599,Albania
2861,2861,2022-01-05 21:36:25,34.0532,-68.4946,Pitcairn Islands
2862,2862,2020-11-10 10:57:01,-5.16677,-104.663,Congo
2863,2863,2020-04-27 13:34:16,-5.34445,-177.924,Armenia
2864,2864,2017-12-14 15:48:16,64.9985,34.6465,Liechtenstein
2865,2865,2020-01-18 11:35:50,-56.0779,-11.4442,France
2866,2866,2018-07-20 02:37:54,-62.151,162.002,Ireland
2867,2867,2020-06-16 18:32:35,-78.9729,-43.2563,Cook Islands
2868,2868,2018-10-30 13:29:48,1.35352,-110.325,Guinea-Bissau
2869,2869,2021-04-02 12:21:43,-84.5322,-179.647,Afghanistan
2870,2870,2018-07-01 07:29:31,49.388,-25.4536,United Kingdom
2871,2871,2022-02-10 23:02:06,-46.5443,30.9572,Gabon
2872,2872,2022-05-10 14:22:24,-88.4607,-154.638,Bouvet Island (Bouvetoya)
2873,2873,2018-08-11 22:56:52,-89.9787,-173.293,Albania
2874,2874,2020-06-01 23:11:12,-84.5322,-179.647,Afghanistan
2875,2875,2018-05-31 07:57:06,73.815,135.928,Rwanda
2876,2876,2021-02-05 20:33:56,-74.1545,-114.441,Albania
2877,2877,2019-11-27 22:46:11,-16.0598,19.3306,Iraq
2878,2878,2017-10-30 16:44:31,-89.6778,-169.798,Belize
2879,2879,2020-06-29 22:07:53,-20.195,-36.8179,Sao Tome and Principe
2880,2880,2020-10-25 17:36:50,-89.0609,-170.904,Anguilla
2881,2881,2018-11-16 22:46:40,-78.9729,-43.2563,Cook Islands
2882,2882,2020-07-12 06:49:22,63.6841,-116.901,Congo
2883,2883,2019-04-18 06:34:04,-74.7067,-89.486,Liechtenstein
2884,2884,2021-04-06 08:07:55,-86.1277,-19.7499,Kyrgyz Republic
2885,2885,2018-02-25 16:59:50,-85.7359,-161.599,Albania
2886,2886,2018-10-08 13:39:28,-79.2535,-170.409,Chad
2887,2887,2022-04-03 09:18:25,-31.3845,-20.7909,Kyrgyz Republic
2888,2888,2022-07-27 18:05:41,-71.2179,-152.808,Azerbaijan
2889,2889,2018-02-12 22:05:53,70.4775,53.6807,Bolivia
2890,2890,2018-12-30 16:25:11,-77.3315,-147.201,Cyprus
2891,2891,2022-09-01 02:18:31,-85.7998,-109.58,American Samoa
2892,2892,2019-04-05 09:55:21,-87.1113,-159.587,Andorra
2893,2893,2018-03-05 04:33:55,-68.5399,-28.38,Bermuda
2894,2894,2018-04-10 09:11:24,-57.051,-133.377,Argentina
2895,2895,2021-04-16 20:31:27,-89.0609,-170.904,Anguilla
2896,2896,2022-02-05 14:12:15,-62.4716,-61.1695,Ethiopia
2897,2897,2018-09-03 09:31:38,-59.2171,-108.601,Canada
2898,2898,2022-09-11 10:30:56,-89.9787,-173.293,Albania
2899,2899,2020-11-12 04:08:41,-84.5322,-179.647,Afghanistan
2900,2900,2021-01-08 15:33:41,33.6546,-31.6768,Morocco
2901,2901,2018-09-01 06:20:29,-25.8506,-75.2964,Holy See (Vatican City State)
2902,2902,2020-03-06 02:30:29,-84.5322,-179.647,Afghanistan
2903,2903,2021-01-14 16:04:52,-75.399,-146.087,Comoros
2904,2904,2022-03-17 06:29:33,-35.6673,-173.786,Brunei Darussalam
2905,2905,2019-07-22 08:39:13,-84.7767,-155.835,Cameroon
2906,2906,2019-11-30 14:59:39,-41.8903,-176.686,Saint Lucia
2907,2907,2019-04-08 05:29:42,6.51394,-33.8811,Cote d'Ivoire
2908,2908,2018-05-05 02:37:55,-71.2179,-152.808,Azerbaijan
2909,2909,2021-06-27 05:46:03,-73.1467,-157.672,Madagascar
2910,2910,2021-02-19 12:30:42,-87.1113,-159.587,Andorra
2911,2911,2019-10-05 11:21:16,-76.4978,-132.317,Oman
2912,2912,2019-10-22 12:09:25,-40.2049,-168.176,Anguilla
2913,2913,2020-06-01 21:04:39,47.5212,92.7552,Botswana
2914,2914,2021-03-08 15:25:47,-46.4124,-101.329,Bolivia
2915,2915,2021-09-21 11:19:25,-27.65,-31.9593,French Guiana
2916,2916,2020-01-29 14:24:47,-85.7359,-161.599,Albania
2917,2917,2018-09-24 15:53:32,35.7881,162.624,Cocos (Keeling) Islands
2918,2918,2021-04-09 20:58:31,-43.2859,-173.762,Argentina
2919,2919,2022-07-11 03:50:05,-89.0609,-170.904,Anguilla
2920,2920,2019-03-18 05:19:23,-41.293,-171.585,Cape Verde
2921,2921,2022-07-18 01:15:37,-72.702,170.655,Belarus
2922,2922,2021-10-08 19:10:26,-73.6491,-136.57,Belgium
2923,2923,2019-09-08 22:53:09,-84.6302,-164.507,Cote d'Ivoire
2924,2924,2021-10-04 23:46:49,-84.3867,-120.917,Botswana
2925,2925,2018-01-12 01:05:35,-38.6499,-72.8142,France
2926,2926,2018-07-18 09:37:19,14.2652,-28.055,Montserrat
2927,2927,2020-02-14 00:04:58,-87.1113,-159.587,Andorra
2928,2928,2018-11-26 23:08:14,5.83178,85.7978,Guatemala
2929,2929,2022-09-24 16:05:53,-80.8261,-2.13352,Nepal
2930,2930,2022-02-06 06:53:25,-84.5322,-179.647,Afghanistan
2931,2931,2022-10-05 22:15:43,-83.5691,-99.3529,Mayotte
2932,2932,2022-06-24 02:42:04,67.6954,142.965,Gambia
2933,2933,2018-04-01 05:04:20,-46.4124,-101.329,Bolivia
2934,2934,2020-07-17 20:24:50,-87.0695,136.231,Papua New Guinea
2935,2935,2022-06-30 18:55:51,-54.0618,-148.028,Burkina Faso
2936,2936,2018-07-31 20:48:43,-30.2232,-77.1059,Cook Islands
2937,2937,2021-02-05 08:34:26,48.2704,-123.073,Guatemala
2938,2938,2019-02-07 17:02:19,-7.80488,-100.768,Guinea-Bissau
2939,2939,2022-10-08 22:32:29,-21.4486,-134.757,Canada
2940,2940,2018-10-13 09:37:35,-71.6856,-179.126,Albania
2941,2941,2019-09-04 11:32:38,-71.3734,-12.8588,Bahrain
2942,2942,2018-06-04 19:21:03,-31.7911,60.1834,Somalia
2943,2943,2018-09-20 06:08:30,-54.0618,-148.028,Burkina Faso
2944,2944,2019-08-21 21:30:40,-0.930112,172.872,Namibia
2945,2945,2019-01-12 04:09:17,-30.2232,-77.1059,Cook Islands
2946,2946,2020-09-26 03:51:16,-89.8559,-170.155,Maldives
2947,2947,2020-02-19 10:33:14,-21.5334,69.4315,Norway
2948,2948,2019-05-08 12:14:14,-89.3675,-157.004,Albania
2949,2949,2019-08-29 00:10:11,-87.1113,-159.587,Andorra
2950,2950,2022-04-22 06:11:07,-79.2535,-170.409,Chad
2951,2951,2022-10-04 08:23:55,-65.1565,-166.807,Argentina
2952,2952,2019-04-03 08:24:44,-79.2535,-170.409,Chad
2953,2953,2022-02-26 18:10:40,24.2816,-124.165,Germany
2954,2954,2021-06-02 07:58:02,40.6063,127.101,Bosnia and Herzegovina
2955,2955,2022-10-11 17:21:06,23.7768,-23.4838,Antigua and Barbuda
2956,2956,2021-10-10 20:14:04,-26.5689,-50.2569,Macao
2957,2957,2018-07-18 02:05:14,-44.0488,-81.4323,Marshall Islands
2958,2958,2021-10-05 10:12:27,-53.0893,84.2365,Puerto Rico
2959,2959,2019-08-19 08:22:02,-68.0095,-157.227,Angola
2960,2960,2021-10-07 08:13:03,-6.88441,-127.762,Saudi Arabia
2961,2961,2018-10-24 18:23:31,-75.2312,144.067,China
2962,2962,2019-10-03 16:05:59,-59.5115,-56.0564,Bulgaria
2963,2963,2020-11-14 18:36:25,15.3586,-84.0322,Norfolk Island
2964,2964,2020-02-12 09:39:27,-85.7359,-161.599,Albania
2965,2965,2019-12-29 03:19:32,-77.4247,-162.688,Bolivia
2966,2966,2022-08-08 17:33:17,73.9808,116.396,Niger
2967,2967,2019-03-05 17:29:44,-83.7036,-166.555,Algeria
2968,2968,2019-09-13 12:31:21,-76.5193,-111.707,Gabon
2969,2969,2022-06-04 10:02:38,-71.3014,-164.422,Chile
2970,2970,2022-06-07 05:58:57,-75.7236,-156.761,Cuba
2971,2971,2022-02-15 23:10:16,-84.738,-160.795,Armenia
2972,2972,2022-08-09 05:24:04,-73.1342,-17.5465,Eritrea
2973,2973,2021-11-02 17:57:51,-87.1113,-159.587,Andorra
2974,2974,2021-10-01 02:59:14,4.23889,-5.2003,Malaysia
2975,2975,2021-08-06 01:48:36,42.4695,101.315,Ecuador
2976,2976,2020-12-28 23:52:06,-85.7359,-161.599,Albania
2977,2977,2019-10-24 23:00:43,-88.5252,-172.436,American Samoa
2978,2978,2020-10-01 09:41:57,-43.2859,-173.762,Argentina
2979,2979,2019-09-05 09:30:36,29.0623,23.1675,South Georgia and the South Sandwich Islands
2980,2980,2020-07-02 10:00:48,-87.1113,-159.587,Andorra
2981,2981,2019-06-25 00:13:55,-52.6588,-145.265,Bhutan
2982,2982,2020-10-29 00:51:09,34.3387,-56.5489,Vanuatu
2983,2983,2022-06-26 19:50:21,-88.4607,-154.638,Bouvet Island (Bouvetoya)
2984,2984,2021-04-19 22:28:10,-71.6856,-179.126,Albania
2985,2985,2018-10-25 04:35:51,-76.62,-164.064,Albania
2986,2986,2020-03-22 08:19:33,-84.738,-160.795,Armenia
2987,2987,2019-12-24 22:33:06,83.1466,-169.136,Dominica
2988,2988,2021-01-25 19:02:16,1.35352,-110.325,Guinea-Bissau
2989,2989,2020-01-09 19:18:54,-87.013,133.062,British Indian Ocean Territory (Chagos Archipelago)
2990,2990,2019-05-13 00:52:39,-89.4008,-142.186,Antigua and Barbuda
2991,2991,2022-06-18 17:25:12,-89.6778,-169.798,Belize
2992,2992,2020-05-23 11:33:26,-31.7579,37.6632,Armenia
2993,2993,2020-11-29 22:01:09,-79.7942,-129.165,Comoros
2994,2994,2020-02-24 05:21:15,-88.4607,-154.638,Bouvet Island (Bouvetoya)
2995,2995,2019-04-30 17:26:24,-49.7695,122.201,Ukraine
2996,2996,2021-08-08 04:50:15,-89.0609,-170.904,Anguilla
2997,2997,2020-03-03 03:55:45,-21.4486,-134.757,Canada
2998,2998,2020-02-19 09:17:22,17.9622,26.5665,Iraq
2999,2999,2019-08-29 04:16:31,-35.6673,-173.786,Brunei Darussalam
3000,3000,2022-07-30 19:11:43,-48.9366,9.65885,Ireland
3001,3001,2021-07-25 23:23:55,-35.194,-115.253,Belize
3002,3002,2021-01-17 15:48:57,-18.0271,-176.293,Montenegro
3003,3003,2020-02-04 15:47:07,-35.194,-115.253,Belize
3004,3004,2018-05-06 01:45:00,-58.8337,-177.007,Senegal
3005,3005,2018-07-28 22:57:34,-79.7942,-129.165,Comoros
3006,3006,2017-11-03 07:54:52,-73.6491,-136.57,Belgium
3007,3007,2019-12-09 23:46:50,-69.0778,-139.194,Anguilla
3008,3008,2019-07-31 22:36:11,0.314337,-58.7666,Venezuela
3009,3009,2018-09-10 16:32:42,-73.1467,-157.672,Madagascar
3010,3010,2021-07-30 16:49:43,-85.7359,-161.599,Albania
3011,3011,2019-12-17 17:46:18,-76.4675,28.8054,Kuwait
3012,3012,2018-10-22 16:38:28,60.4897,46.5636,Guatemala
3013,3013,2021-07-07 21:13:50,-89.0609,-170.904,Anguilla
3014,3014,2022-02-24 23:38:22,-84.7767,-155.835,Cameroon
3015,3015,2021-08-21 00:42:30,76.6323,-23.6338,Aruba
3016,3016,2018-07-09 21:39:29,-56.696,-139.211,Cayman Islands
3017,3017,2020-06-23 22:44:49,76.5644,-62.8206,Cuba
3018,3018,2018-08-15 03:22:16,32.1871,88.6237,Saint Barthelemy
3019,3019,2022-07-07 02:41:54,-25.8506,-75.2964,Holy See (Vatican City State)
3020,3020,2018-04-23 10:25:06,63.3946,24.9028,Macao
3021,3021,2021-12-22 00:01:42,-66.7253,-122.489,American Samoa
3022,3022,2020-11-08 04:38:29,-76.7742,94.0952,Gambia
3023,3023,2021-12-10 19:50:29,-74.225,-178.59,Armenia
3024,3024,2017-12-18 10:50:31,-55.7685,-129.963,Guam
3025,3025,2019-01-17 02:51:22,-40.4035,-81.9585,France
3026,3026,2020-11-20 03:42:15,1.09934,152.883,Belgium
3027,3027,2018-02-16 07:52:31,-83.7036,-166.555,Algeria
3028,3028,2021-04-13 14:26:25,-67.6207,-18.5117,Aruba
3029,3029,2021-11-04 12:51:22,-89.9787,-173.293,Albania
3030,3030,2021-10-05 21:30:31,-89.1722,-173.678,Finland
3031,3031,2021-12-13 14:12:41,-79.2535,-170.409,Chad
3032,3032,2018-04-14 09:28:18,-66.7253,-122.489,American Samoa
3033,3033,2020-09-22 16:24:43,-85.7359,-161.599,Albania
3034,3034,2021-02-12 12:00:12,34.5298,-33.5019,Bhutan
3035,3035,2020-12-13 00:54:57,-67.2692,-95.6102,United States of America
3036,3036,2021-01-26 13:12:51,-83.6373,85.5478,Senegal
3037,3037,2020-04-19 16:20:14,-88.4607,-154.638,Bouvet Island (Bouvetoya)
3038,3038,2018-01-21 05:04:02,-31.4931,-71.2895,Mauritania
3039,3039,2021-05-18 03:22:56,-75.7662,-171.892,Afghanistan
3040,3040,2018-07-13 01:08:46,-71.6856,-179.126,Albania
3041,3041,2021-02-02 15:23:18,-87.0574,-164.826,Bahamas
3042,3042,2021-08-28 00:39:36,-51.8096,-60.8195,Algeria
3043,3043,2020-12-27 07:58:40,-87.1113,-159.587,Andorra
3044,3044,2021-10-01 12:01:38,53.6825,-48.7518,Algeria
3045,3045,2017-11-07 04:28:32,-84.738,-160.795,Armenia
3046,3046,2022-03-16 10:47:09,-89.6778,-169.798,Belize
3047,3047,2022-09-08 13:35:22,-79.2535,-170.409,Chad
3048,3048,2018-10-31 18:34:21,-57.2579,-46.3741,Guyana
3049,3049,2019-07-30 20:40:14,14.7057,60.201,Greece
3050,3050,2022-03-11 10:10:49,-18.9008,129.259,Korea
3051,3051,2022-03-02 01:25:44,-67.6207,-18.5117,Aruba
3052,3052,2020-12-16 19:51:57,-41.293,-171.585,Cape Verde
3053,3053,2018-06-12 23:48:14,-80.9445,-98.9728,Cote d'Ivoire
3054,3054,2019-02-03 08:49:22,1.91714,-31.3899,Lithuania
3055,3055,2020-03-19 00:32:12,9.13085,-176.892,Paraguay
3056,3056,2020-06-30 01:23:34,-36.208,59.5877,Saint Vincent and the Grenadines
3057,3057,2021-01-21 09:28:11,3.88342,-158.475,New Zealand
3058,3058,2022-02-24 03:15:55,-39.0786,-136.289,Montserrat
3059,3059,2022-09-20 15:13:38,-87.1113,-159.587,Andorra
3060,3060,2021-07-23 11:48:51,75.0228,121.877,Hong Kong
3061,3061,2019-04-27 10:56:56,-76.951,-106.265,Cambodia
3062,3062,2021-06-03 21:45:07,56.2398,-171.972,Namibia
3063,3063,2021-02-24 09:09:26,-66.7253,-122.489,American Samoa
3064,3064,2018-06-19 08:36:48,-70.8469,46.5795,Jersey
3065,3065,2018-04-01 23:26:18,-87.4992,-177.336,Bulgaria
3066,3066,2018-01-15 20:37:54,-74.225,-178.59,Armenia
3067,3067,2022-08-27 00:34:00,-89.9787,-173.293,Albania
3068,3068,2019-06-03 11:13:08,-74.225,-178.59,Armenia
3069,3069,2021-11-09 09:41:51,-83.8531,-158.874,British Virgin Islands
3070,3070,2018-06-24 21:50:12,78.8873,-55.2009,Estonia
3071,3071,2020-12-16 14:51:45,-3.51532,-174.866,Korea
3072,3072,2020-02-17 06:08:22,-79.7942,-129.165,Comoros
3073,3073,2018-04-08 00:45:02,82.6967,170.589,Ecuador
3074,3074,2018-01-02 22:47:13,-89.0609,-170.904,Anguilla
3075,3075,2022-10-08 21:12:50,68.5237,129.138,Andorra
3076,3076,2022-09-11 03:17:55,-85.7998,-109.58,American Samoa
